transcript,confidence,languageCode,channelTag,Participant,Trial,preciseStartTime,preciseEndTime,Picture_Identity,Picture_Label,Task_Side,Response_Time_in_PsychoPy,Response_Finish_in_PsychoPy,Stim_Onset,Block,Stim_Offset_Fix_Onset,Fix_Offset,Task,Picture_Number,First_Congruency,FrameRate,V17,Synonyms,Congruency,End_recording,Block_Bias,Task_Side_Bias
mask,0.97982174,en-us,NA,4,42,0.935,1.505,mask,dtxdd,0,0.9210886,0,263.1398892,1,265.2527605,263.1342679,Neutral,obj258,NA,59.96915187,NA," mask, dtxdd",Incongruent,266.3034084,NA,NA
balcony,0.98626137,en-us,NA,4,43,1.79,2.185,balcony,ccsvz,0,1.3781,1.432645,266.3089981,1,268.4051959,266.3034084,Neutral,obj023,NA,59.96915187,NA,"porch, veranda, terrace, window, windows, balcony, ccsvz",Incongruent,269.8561226,NA,NA
glove,0.98762906,en-us,NA,4,44,0.835,1.095,glove,tqvrn,0,0.7126098,1.1969811,269.8618026,1,271.9579376,269.8561226,Neutral,obj183,NA,59.96915187,NA,"mitt, hand, glove, tqvrn",Incongruent,272.7085091,NA,NA
gun,0.97270894,en-us,NA,4,45,0.84,1.215,gun,fvcxz,0,0.7718271,0,272.7140323,1,274.810191,272.7085091,Neutral,obj189,NA,59.96915187,NA,"handgun, pistol, revolver, firearm, gun, fvcxz",Incongruent,276.4612345,NA,NA
iron,0.9807993,en-us,NA,4,46,1.085,1.42,iron,gfcrs,0,1.0461261,0,276.4669538,1,278.5630322,276.4612345,Neutral,obj217,NA,59.96915187,NA," iron, gfcrs",Incongruent,280.4142661,NA,NA
hanger,0.9825157,en-us,NA,4,47,1,1.405,hanger,mxkkp,0,0.9355159,0,280.4199269,1,282.5160643,280.4142661,Neutral,obj197,NA,59.96915187,NA,"clothes rod, wire hanger, hanger, mxkkp",Incongruent,283.8669634,NA,NA
skeleton,0.98762906,en-us,NA,4,48,1.045,1.25,skeleton,trmxj,0,1.0536985,1.2789134,283.8726896,1,285.9687319,283.8669634,Neutral,obj399,NA,59.96915187,NA,"bones, bone, dead, cadaver, body, dead body, skeleton, trmxj",Incongruent,286.9193133,NA,NA
Rose,0.9639913,en-us,NA,4,49,0.82,1.425,rose,mrqkn,0,0.8394311,1.4322487,286.92487,1,289.0211007,286.9193133,Neutral,obj366,NA,59.96915187,NA,"flower, tulip, orchid, poppy, rose, mrqkn",Incongruent,289.7714889,NA,NA
thunderstorm,0.9797833,en-us,NA,4,50,1.83,2.39,lightning,qsswd,0,1.7645601,0,289.7773066,1,292.1902072,289.7714889,Neutral,obj244,NA,59.96915187,NA,"storm, rainstorm, lightning storm, rain, lightning bolt, thunder, thunderstorm, lightning, qsswd",Incongruent,293.5410844,NA,NA
cake,0.98762906,en-us,NA,4,51,1.015,1.285,cake,xqzbd,0,1.0479709,1.2847088,293.5468847,1,295.6441248,293.5410844,Neutral,obj071,NA,59.96915187,NA,"bite, bitten, wedding cake, dessert, eaten, cake, xqzbd",Incongruent,297.2939774,NA,NA
carrot,0.96858954,en-us,NA,4,52,0.89,1.31,carrot,scdht,0,0.9291054,1.3374968,297.2995832,1,299.3957631,297.2939774,Neutral,obj083,NA,59.96915187,NA,"vegetable, herb, carrot, scdht",Incongruent,300.946797,NA,NA
Lobster,0.98650444,en-us,NA,4,53,1.97,2.155,lobster,bxsrk,0,0.9261684,0.9806136,300.9524081,1,303.0485848,300.946797,Neutral,obj251,NA,59.96915187,NA,"crustacean, crab, crawfish, lobster, bxsrk",Incongruent,305.0999985,NA,NA
firetruck,0.7936088,en-us,NA,4,54,2.25,3.155,firetruck,xzvdt,0,2.2218864,0,305.1056141,1,307.971227,305.0999985,Neutral,obj156,NA,59.96915187,NA,"fire, burning building, ladder, fire engine, firetruck, xzvdt",Incongruent,310.5208415,NA,NA
unicorn,0.9805941,en-us,NA,4,55,1.055,1.675,unicorn,vxjwv,0,1.0804004,0,310.5268363,1,312.6231685,310.5208415,Neutral,obj480,NA,59.96915187,NA," unicorn, vxjwv",Incongruent,315.0743516,NA,NA
plug,0.98762906,en-us,NA,4,56,2.4,2.765,plug,bzgcm,0,2.3060764,0,315.0801575,1,318.0101068,315.0743516,Neutral,obj329,NA,59.96915187,NA,"socket, outlet, jack, electrical plug, plug, bzgcm",Incongruent,319.3779647,NA,NA
lion,0.9639695,en-us,NA,4,57,1.05,1.485,lion,znmdv,0,1.0342503,0,319.3839806,1,321.4794541,319.3779647,Neutral,obj246,NA,59.96915187,NA," lion, znmdv",Incongruent,322.229869,NA,NA
clown,0.98762906,en-us,NA,4,58,1.085,1.455,clown,svrmv,0,0.9888445,0,322.2354945,1,324.3316415,322.229869,Neutral,obj102,NA,59.96915187,NA,"joker, clown, svrmv",Incongruent,325.0820766,NA,NA
ax,0.786182,en-us,NA,4,59,1.975,2.175,ax,rhqkr,0,1.9527886,0,325.087675,1,327.6842472,325.0820766,Neutral,obj016,NA,59.96915187,NA,"tomahawk, hatchet, axe, ax, rhqkr",Incongruent,329.235268,NA,NA
Mouse,0.9854926,en-us,NA,4,60,1.26,1.94,mouse,wxfrn,0,1.259989,0,329.2411808,1,331.337073,329.235268,Neutral,obj273,NA,59.96915187,NA,"rat, hamster, mole, mouse, wxfrn",Incongruent,332.9881712,NA,NA
windmill,0.9753609,en-us,NA,4,61,0.85,1.235,windmill,knpkt,0,0.8308227,0,332.9938735,1,335.0899497,332.9881712,Neutral,obj509,NA,59.96915187,NA,"wind turbine, windmill, knpkt",Incongruent,336.2406415,NA,NA
ladder,0.9817835,en-us,NA,4,62,1.21,1.585,ladder,pwswb,0,1.1373779,0,336.2463387,1,338.3424733,336.2406415,Neutral,obj231,NA,59.96915187,NA," ladder, pwswb",Incongruent,339.1929506,NA,NA
trashcan,0.6780071,en-us,NA,4,63,1.035,1.635,trashcan,wsvdf,0,1.0452486,0,339.198554,1,341.294737,339.1929506,Neutral,obj468,NA,59.96915187,NA,"trash, garbage, garbage can, bin, garbage bin, trashcan, wsvdf",Incongruent,342.0451651,NA,NA
toaster,0.98762906,en-us,NA,4,64,0.79,1.27,toaster,cgwhp,0,0.7836005,1.3404034,342.0507837,1,344.1469303,342.0451651,Neutral,obj456,NA,59.96915187,NA,"toaster oven, toaster, cgwhp",Incongruent,344.8973559,NA,NA
gorilla,0.9886842,en-us,NA,4,65,0.96,1.38,gorilla,kdtkq,0,0.8570455,0,344.9029206,1,346.9991388,344.8973559,Neutral,obj185,NA,59.96915187,NA,"monkey, ape, baboon, chimpanzee, orangutan, gorilla, kdtkq",Incongruent,348.9504717,NA,NA
coin,0.98762906,en-us,NA,4,66,1.25,1.645,dime,mhzrp,0,0.2701983,0.6228591,348.9561979,1,351.0520691,348.9504717,Neutral,obj104,NA,59.96915187,NA,"coin, money, change, gold, dime, mhzrp",Incongruent,354.104423,NA,NA
pelican,0.98762906,en-us,NA,4,67,1.6,2.03,pelican,txxcj,0,1.5260788,0,366.235071,2,368.3989626,354.104423,Neutral,obj309,NA,59.96915187,NA,"seagull, bird, crane, stork, toucan, egret, pelican, txxcj",Incongruent,372.268424,NA,NA
feeding,0.9808306,en-us,NA,4,68,1.83,2.235,dentist,knvzm,0,1.6807377,0,372.2743425,2,374.6037433,372.268424,Neutral,obj122,NA,59.96915187,NA,"orthodontist, oral surgeon, doctor, patient, feeding, dentist, knvzm",Incongruent,375.7544705,NA,NA
laundry,0.98762906,en-us,NA,4,69,1.285,1.9,washingmachine,dbzsp,0,1.2825422,0,375.7602006,2,377.8562196,375.7544705,Neutral,obj495,NA,59.96915187,NA,"laundry, laundry machine, washer, wash, laundromat, dryer, drying machine, stove, washingmachine, dbzsp",Incongruent,378.7067449,NA,NA
lunch bag,0.94538766,en-us,NA,4,70,1.515,2.03,bag,wwxxt,0,1.5358729,0,378.7124395,2,380.8752645,378.7067449,Neutral,obj022,NA,59.96915187,NA,"lunch bag, bag, wwxxt",Incongruent,381.9425822,NA,NA
spoon,0.71925277,en-us,NA,4,71,0.98,1.285,spoon,jzhpx,0,0.9873428,1.4295905,381.9482515,2,384.0443742,381.9425822,Neutral,obj418,NA,59.96915187,NA,"utensil, spoon, jzhpx",Incongruent,384.7947712,NA,NA
fire hydrant,0.98482555,en-us,NA,4,72,1.29,1.935,firehydrant,ktvtr,0,1.2945958,0,384.8003103,2,386.8975955,384.7947712,Neutral,obj214,NA,59.96915187,NA,"hydrant, firehydrant, ktvtr",Incongruent,387.6470044,NA,NA
eye,0.9041418,en-us,NA,4,73,1.12,1.445,eye,hxdbf,0,1.1338482,0,387.6527569,2,389.7487461,387.6470044,Neutral,obj148,NA,59.96915187,NA,"eyeball, pupil, iris, eyelash, eyelashes, vision, eye, hxdbf",Incongruent,390.4991761,NA,NA
plate,0.98762906,en-us,NA,4,74,1.445,1.76,plate,pgjkc,0,1.3403095,0,390.5047734,2,392.6021648,390.4991761,Neutral,obj327,NA,59.96915187,NA,"setting, dish, platter, table setting, utensils, set, plate, pgjkc",Incongruent,393.7516654,NA,NA
thumb,0.9798459,en-us,NA,4,75,0.99,1.23,thumb,dwnjv,0,0.9644904,1.4048861,393.7573203,2,395.8534594,393.7516654,Neutral,obj452,NA,59.96915187,NA,"finger, hang, left hand, extension, thumbs up, thumb, dwnjv",Incongruent,396.6038885,NA,NA
cherry,0.9368824,en-us,NA,4,76,1.265,1.66,cherry,zgnvc,0,1.2045459,1.2230733,396.6094695,2,398.7056694,396.6038885,Neutral,obj091,NA,59.96915187,NA,"grape, cherry, zgnvc",Incongruent,399.6562392,NA,NA
Cannon,0.97516745,en-us,NA,4,77,1.595,2.405,cannon,hhdmk,0,1.6515065,0,399.6618102,2,401.9414559,399.6562392,Neutral,obj077,NA,59.96915187,NA,"howitzer, artillery, cannon, hhdmk",Incongruent,402.6918686,NA,NA
banjo,0.98762906,en-us,NA,4,78,2.03,2.25,banjo,mqmrz,0,1.440762,0,402.6975968,2,404.7941265,402.6918686,Neutral,obj028,NA,59.96915187,NA,"guitar, instrument, banjo, mqmrz",Incongruent,405.744263,NA,NA
rooster,0.9786831,en-us,NA,4,79,1.445,2.155,chicken,wtwhn,0,1.442952,0,405.7498492,2,407.8474436,405.744263,Neutral,obj093,NA,59.96915187,NA,"rooster, bird, turkey, hen, poultry, chicken, wtwhn",Incongruent,409.4971342,NA,NA
button,0.9820626,en-us,NA,4,80,1.555,1.885,button,ctkhf,0,1.4322652,0,409.5028835,2,411.5989352,409.4971342,Neutral,obj068,NA,59.96915187,NA," button, ctkhf",Incongruent,412.9502229,NA,NA
cat,0.9938145,en-us,NA,4,81,0.82,1.09,cat,dsvgc,0,0.8270694,1.1501898,412.956068,2,415.0516064,412.9502229,Neutral,obj086,NA,59.96915187,NA,"kitten, kitty, cat, dsvgc",Incongruent,415.8020079,NA,NA
well,0.98762906,en-us,NA,4,82,3.415,3.715,well,hcszk,0,NA,NA,415.8075919,2,419.4054945,415.8020079,Neutral,obj500,NA,59.96915187,NA,"hole, reservoir, water, bucket, spring, well, hcszk",Incongruent,422.0568385,NA,NA
Pope,0.98762906,en-us,NA,4,83,2.865,3.065,priest,xpsxh,0,2.7705203,0,422.0630811,2,425.4762726,422.0568385,Neutral,obj338,NA,59.96915187,NA,"pope, minister, father, monk, friar, priest, xpsxh",Incongruent,426.8271516,NA,NA
razor,0.97220063,en-us,NA,4,84,1.365,1.95,razor,mnppf,0,1.374,0,426.8331349,2,428.9289605,426.8271516,Neutral,obj350,NA,59.96915187,NA,"spaceship, blade, razorblade, shaving, shaver, _windshieldwiper, razor, mnppf",Incongruent,430.4799954,NA,NA
roof,0.9811239,en-us,NA,4,85,1.275,1.61,roof,jttvq,0,1.2832176,0,430.4858366,2,432.5817743,430.4799954,Neutral,obj363,NA,59.96915187,NA,"house, ceiling, shingles, roof, jttvq",Incongruent,433.4322219,NA,NA
lighthouse,0.98762906,en-us,NA,4,86,2.05,2.845,lighthouse,dpvvv,0,2.0690723,0,433.4379166,2,436.1178185,433.4322219,Neutral,obj243,NA,59.96915187,NA,"lookout, lighthouse, dpvvv",Incongruent,437.5687959,NA,NA
umbrella,0.98762906,en-us,NA,4,87,0.775,1.31,umbrella,dkqfn,0,0.7995601,1.4026447,437.5746203,2,439.6705754,437.5687959,Neutral,obj479,NA,59.96915187,NA," umbrella, dkqfn",Incongruent,440.7212256,NA,NA
canoe,0.98547447,en-us,NA,4,88,1.575,2.015,canoe,zggtz,0,1.4894553,0,440.726856,2,442.8563841,440.7212256,Neutral,obj078,NA,59.96915187,NA,"boat, kayak, dinghy, canoe, zggtz",Incongruent,443.7068748,NA,NA
cabbage,0.98762906,en-us,NA,4,89,1.935,2.485,lettuce,nzrjn,0,0.1520123,0.4130854,443.7124325,2,445.8086425,443.7068748,Neutral,obj241,NA,59.96915187,NA,"cabbage, spinach, romaine, kale, leaf, leaves, flower, lettuce, nzrjn",Incongruent,447.3596835,NA,NA
piggy bank,0.9427185,en-us,NA,4,90,1.985,2.515,piggybank,dcggb,0,1.823106,0,447.3652259,2,449.8304802,447.3596835,Neutral,obj318,NA,59.96915187,NA,"pig, savings, decoration, deposit, piggybank, dcggb",Incongruent,452.1800556,NA,NA
owl,0.9641696,en-us,NA,4,91,0.885,1.33,owl,bcwjc,0,0.8946256,0,452.1859256,2,454.2818604,452.1800556,Neutral,obj290,NA,59.96915187,NA," owl, bcwjc",Incongruent,456.3499456,NA,NA
pineapple,0.98762906,en-us,NA,4,92,0.815,1.35,pineapple,tcqht,0,0.8074313,1.1203862,456.3557056,2,458.4517226,456.3499456,Neutral,obj320,NA,59.96915187,NA,"fruit, pineapple, tcqht",Incongruent,459.9026831,NA,NA
globe,0.98762906,en-us,NA,4,93,1.38,1.65,globe,sxzhp,0,1.2857384,1.3093956,459.9082816,2,462.0044652,459.9026831,Neutral,obj182,NA,59.96915187,NA,"map, planet, world, globe, sxzhp",Incongruent,463.2552401,NA,NA
fire,0.9678047,en-us,NA,4,94,1.29,1.645,fire,wfjkp,0,1.2919728,0,463.2608422,2,465.3737674,463.2552401,Neutral,obj154,NA,59.96915187,NA,"bonfire, campfire, blaze, log, fire, wfjkp",Incongruent,466.1241645,NA,NA
letter,0.9689903,en-us,NA,4,95,1.615,2.045,letter,vtnmk,0,1.6490016,0,466.1298102,2,468.3927351,466.1241645,Neutral,obj240,NA,59.96915187,NA,"mail, note, message, letter, vtnmk",Incongruent,469.6435387,NA,NA
woman,0.97166574,en-us,NA,4,96,1.89,2.41,woman,tdbxb,0,1.8862543,0,469.6492663,2,472.1622963,469.6435387,Neutral,obj515,NA,59.96915187,NA,"female, woman, tdbxb",Incongruent,473.1128702,NA,NA
whistle,0.98762906,en-us,NA,4,97,0.895,1.36,whistle,kpgkx,0,0.9021002,1.4286748,473.1186743,2,475.2146393,473.1128702,Neutral,obj507,NA,59.96915187,NA," whistle, kpgkx",Incongruent,476.4654515,NA,NA
chained,0.98762906,en-us,NA,4,98,1.485,1.9,handcuffs,kwwnn,0,1.4969019,0,476.4711545,2,478.6005879,476.4654515,Neutral,obj196,NA,59.96915187,NA,"arrested, arrest, shackles, cuffs, chains, chained, handcuffs, kwwnn",Incongruent,479.5511417,NA,NA
fountain,0.97344875,en-us,NA,4,99,NA,NA,fountain,hbfvp,0,NA,NA,479.5568148,2,483.1540884,479.5511417,Neutral,obj169,NA,59.96915187,NA,"water, stream, fountain, hbfvp",Incongruent,484.4049004,NA,NA
carousel,0.98762906,en-us,NA,4,100,1.055,1.665,carousel,cbjvt,0,1.1084763,0,484.4108497,2,486.5066596,484.4049004,Neutral,obj082,NA,59.96915187,NA,"merry go round, ride, carousel, cbjvt",Incongruent,487.25709,NA,NA
stairwell,0.9821875,en-us,NA,4,101,1.145,1.76,stairs,scwhs,0,1.3277079,0,487.2629512,2,489.3588867,487.25709,Neutral,obj420,NA,59.96915187,NA,"stair, stairway, staircase, steps, stairwell, stairs, scwhs",Incongruent,491.410284,NA,NA
safety pin,0.90827465,en-us,NA,4,102,1.43,2.22,safetypin,vjffq,0,1.526139,0,491.4160272,2,493.5788134,491.410284,Neutral,obj371,NA,59.96915187,NA,"pin, clip, bobby pin, safetypin, vjffq",Incongruent,495.2301126,NA,NA
light switch,0.86293,en-us,NA,4,103,0.86,1.645,lightswitch,kxtfz,0,0.8464574,0,495.236015,2,497.3316971,495.2301126,Neutral,obj245,NA,59.96915187,NA,"light, switch, flip switch, lightswitch, kxtfz",Incongruent,499.2830452,NA,NA
squirrel,0.96211135,en-us,NA,4,104,1,1.3,squirrel,vxzjq,0,0.8030453,0.8249421,499.2887998,2,501.3848282,499.2830452,Neutral,obj419,NA,59.96915187,NA,"rat, mouse, rodent, mouse, rabbit, cat, squirrel, vxzjq",Incongruent,502.4354782,NA,NA
pearl necklace,0.9799642,en-us,NA,4,105,1.27,2.015,necklace,frqtg,0,1.219352,0,502.4410338,2,504.5372659,502.4354782,Neutral,obj279,NA,59.96915187,NA,"choker, jewelry, beads, pearls, pearl necklace, necklace, frqtg",Incongruent,505.687941,NA,NA
banana,0.98762906,en-us,NA,4,106,1.175,1.61,banana,rtcqb,0,1.0437015,1.1214179,505.693569,2,507.8064394,505.687941,Neutral,obj026,NA,59.96915187,NA,"fruit, banana, rtcqb",Incongruent,508.5568636,NA,NA
boat,0.98762906,en-us,NA,4,107,1.76,1.94,boat,gqmtw,0,1.6503916,0,508.5624534,2,510.8420899,508.5568636,Neutral,obj391,NA,59.96915187,NA,"ship, Titanic, vessel, yacht, barge, boat, gqmtw",Incongruent,512.2930716,NA,NA
brickwall,0.9777483,en-us,NA,4,108,1.205,1.505,bricks,wpdfk,0,0.7698714,1.0618166,512.2989212,2,514.3948557,512.2930716,Neutral,obj490,NA,59.96915187,NA,"wall, barricade, fence, brickwall, bricks, wpdfk",Incongruent,515.1452798,NA,NA
peanut,0.9370165,en-us,NA,4,109,0.92,1.275,peanut,xtkbw,0,0.9313428,1.3405835,515.1507751,2,517.2470612,515.1452798,Neutral,obj306,NA,59.96915187,NA,"nut, kernel, cashew, almond, pistachio, walnut, hazelnut, peanut, xtkbw",Incongruent,517.9974517,NA,NA
hose,0.9790822,en-us,NA,4,110,1.63,2.115,hose,vvmjw,0,1.410824,0,518.003012,2,520.0992726,517.9974517,Neutral,obj212,NA,59.96915187,NA,"water hose, snake, hose, vvmjw",Incongruent,521.249982,NA,NA
pen,0.93603075,en-us,NA,4,111,1.17,1.465,pen,tzdcf,0,1.0781956,0,521.2557545,2,523.3684482,521.249982,Neutral,obj310,NA,59.96915187,NA,"ballpoint pen, writing utensil, pencil, writing instrument, fountain pen, quill, pen, tzdcf",Incongruent,524.118863,NA,NA
fishing pole,0.9917527,en-us,NA,4,112,1.28,1.54,fishingpole,rndfq,0,1.2819663,0,524.1245214,2,526.2373029,524.118863,Neutral,obj158,NA,59.96915187,NA,"bait, fishing rod, fishing line, rod, hook, casting rod, casting line, fly rod, fishingpole, rndfq",Incongruent,529.9900562,NA,NA
safety,0.9760549,en-us,NA,4,113,1.69,2.39,safe,pnvpz,0,1.8297174,0,529.9959273,2,532.4421036,529.9900562,Neutral,obj370,NA,59.96915187,NA,"lock, lockbox, locker, safety box, safety, safe, pnvpz",Incongruent,534.4935313,NA,NA
flashlight,0.9938145,en-us,NA,4,114,1.085,1.515,flashlight,fnwst,0,1.1053312,0,534.4993614,2,536.5953068,534.4935313,Neutral,obj160,NA,59.96915187,NA,"spotlight, light, flashlight, fnwst",Incongruent,537.3457246,NA,NA
cup,0.98762906,en-us,NA,4,115,3.23,3.455,trophy,jphmp,0,2.9239616,0,537.3513271,2,540.8996265,537.3457246,Neutral,obj471,NA,59.96915187,NA,"award, cup, trophy, jphmp",Incongruent,542.5497403,NA,NA
Fox,0.96241105,en-us,NA,4,116,1.025,1.58,fox,skcgc,0,1.0545363,1.2488571,542.5557052,2,544.6515197,542.5497403,Neutral,obj170,NA,59.96915187,NA,"wolf, coyote, hyena, fox, skcgc",Incongruent,545.4019042,NA,NA
pear,0.9616488,en-us,NA,4,117,0.94,1.32,pear,xsmxb,0,0.9545393,0,545.4075292,2,547.5204862,545.4019042,Neutral,obj307,NA,59.96915187,NA,"avocado, fruit, pear, xsmxb",Incongruent,548.6711247,NA,NA
sled,0.97672606,en-us,NA,4,118,1.375,1.82,sled,qfxgs,0,1.4058871,0,548.6767927,2,550.7729002,548.6711247,Neutral,obj403,NA,59.96915187,NA,"sleigh, toboggan, sledge, sled, qfxgs",Incongruent,551.8235562,NA,NA
pool,0.97725713,en-us,NA,4,119,1.225,1.51,pool,qgdzq,0,1.1381364,0,551.8292005,2,553.9253262,551.8235562,Neutral,obj331,NA,59.96915187,NA," pool, qgdzq",Incongruent,555.2762209,NA,NA
jumprope,0.9774425,en-us,NA,4,120,1.88,2.3,jumprope,kckhd,0,1.8907155,0,555.2818612,2,557.7965444,555.2762209,Neutral,obj223,NA,59.96915187,NA,"rope, whip, jumprope, kckhd",Incongruent,559.7463287,NA,NA
key,0.9554283,en-us,NA,4,121,0.815,1.2,key,jdzxz,0,0.8686448,0,559.752303,2,561.848113,559.7463287,Neutral,obj225,NA,59.96915187,NA," key, jdzxz",Incongruent,563.9996073,NA,NA
dress,0.98762906,en-us,NA,4,122,0.88,1.46,dress,ctzts,0,0.1741009,0.4320894,564.0054796,2,566.1013908,563.9996073,Neutral,obj135,NA,59.96915187,NA,"doll, gown, mannequin, dress, ctzts",Incongruent,567.0519558,NA,NA
picnic basket,0.9876291,en-us,NA,4,123,1.705,1.815,basket,jbndj,0,1.3207588,0,567.0574214,2,569.1537428,567.0519558,Neutral,obj031,NA,59.96915187,NA,"box, bag, crate, picnic basket, basket, jbndj",Incongruent,570.4045494,NA,NA
grapes,0.95745325,en-us,NA,4,124,0.945,1.455,grapes,qprpk,0,0.9159531,1.1559376,570.4102002,2,572.506361,570.4045494,Neutral,obj186,NA,59.96915187,NA,"fruit, grapes, qprpk",Incongruent,573.2567235,NA,NA
glasses,0.98762906,en-us,NA,4,125,0.885,1.595,glasses,mjttw,0,0.7830242,0,573.262262,2,575.3585223,573.2567235,Neutral,obj181,NA,59.96915187,NA," glasses, mjttw",Incongruent,576.1089909,NA,NA
guitar,0.9781528,en-us,NA,4,126,1.015,1.315,guitar,dgjtn,0,0.9300009,1.398383,576.1147119,2,578.2107269,576.1089909,Neutral,obj188,NA,59.96915187,NA," guitar, dgjtn",Incongruent,579.0612063,NA,NA
Knight,0.984305,en-us,NA,4,127,2.025,2.34,knight,hhncv,0,2.0450784,0,579.0667931,2,581.7308896,579.0612063,Neutral,obj229,NA,59.96915187,NA,"horse, cavalier, doll, knight, hhncv",Incongruent,582.6806776,NA,NA
block,0.78953356,en-us,NA,4,128,0.8,1.09,lock,pxpxq,0,0.8256362,1.1314751,582.6868932,2,584.7824972,582.6806776,Neutral,obj252,NA,59.96915187,NA,"unlock, unlocked, locked, lock, pxpxq",Incongruent,586.3335032,NA,NA
lipstick,0.98762906,en-us,NA,4,129,0.67,0.775,lipstick,spzgd,0,0.6974716,1.1325005,586.3391104,2,588.435268,586.3335032,Neutral,obj248,NA,59.96915187,NA," lipstick, spzgd",Incongruent,589.8862371,NA,NA
Fork,0.9784936,en-us,NA,4,130,0.775,1,fork,psdhg,0,0.7567404,1.1023393,589.8918721,2,591.9880081,589.8862371,Neutral,obj168,NA,59.96915187,NA,"utensil, fork, psdhg",Incongruent,592.7384376,NA,NA
doll,0.98231167,en-us,NA,4,131,0.895,1.22,doll,fpnqr,0,0.8466968,1.3419799,592.7439695,2,594.840187,592.7384376,Neutral,obj129,NA,59.96915187,NA,"puppet, figurine, doll, fpnqr",Incongruent,595.5906128,NA,NA
Lobster,0.98762906,en-us,NA,4,132,2.625,3.06,scorpion,vhxkc,0,2.101452,0,595.5961398,2,598.3260805,595.5906128,Neutral,obj381,NA,59.96915187,NA,"lobster, arachnid, crustacean, crab, crawfish, scorpion, vhxkc",Incongruent,599.3768894,NA,NA
shovel,0.98762906,en-us,NA,4,133,1.05,1.405,shovel,gdrkr,0,0.9461263,1.4315461,607.737751,3,609.83512,599.3768894,Neutral,obj395,NA,59.96915187,NA,"tool, shovel, gdrkr",Incongruent,610.6855881,NA,NA
seal,0.9567238,en-us,NA,4,134,2.46,2.9,seal,vrvsv,0,2.6390213,0,610.6912169,3,613.9846724,610.6855881,Neutral,obj385,NA,59.96915187,NA,"sea lion, otter, walrus, manatee, seal, vrvsv",Incongruent,614.7220362,NA,NA
NA,NA,NA,NA,4,135,NA,NA,beaver,dppdp,0,NA,NA,614.7278472,3,618.3249893,614.7220362,Neutral,obj036,NA,59.96915187,NA,"otter, beaver, dppdp",Incongruent,619.0754135,NA,NA
lion,0.9938145,en-us,NA,4,136,0.905,1.6,tiger,hhtkr,0,0.9232411,0,619.0812062,3,621.1791271,619.0754135,Neutral,obj454,NA,59.96915187,NA,"leopard, lion, cheetah, panther, cat, big cat, tiger, hhtkr",Incongruent,625.7472217,NA,NA
pan,0.98762906,en-us,NA,4,137,1.05,1.565,pan,rqkcs,0,1.0724461,0,625.7532794,3,627.8490035,625.7472217,Neutral,obj296,NA,59.96915187,NA,"kettle, pot, saucepan, frying pan, sheet, skillet, pan, rqkcs",Incongruent,628.9997218,NA,NA
seesaw,0.98570716,en-us,NA,4,138,1.565,2.08,seesaw,qskbf,0,1.6797685,0,629.0053971,3,631.3183434,628.9997218,Neutral,obj386,NA,59.96915187,NA,"teeter totter, swing, swing set, seesaw, qskbf",Incongruent,635.5714616,NA,NA
house,0.9781882,en-us,NA,4,139,1.275,1.885,house,wvghd,0,1.2752113,0,635.5774688,3,637.6899011,635.5714616,Neutral,obj213,NA,59.96915187,NA,"home, building, residence, house, wvghd",Incongruent,638.4403303,NA,NA
bag,0.98202056,en-us,NA,4,140,0.895,1.175,purse,tzbks,0,0.9312546,1.2475151,638.4460578,3,640.5421386,638.4403303,Neutral,obj340,NA,59.96915187,NA,"pocket book, hand bag, bag, pouch, wallet, clutch, money bag, purse, tzbks",Incongruent,642.4934623,NA,NA
vacuum,0.98762906,en-us,NA,4,141,1.19,1.32,vacuum,cfqjb,0,1.1633453,1.4005456,642.4991329,3,644.5952402,642.4934623,Neutral,obj482,NA,59.96915187,NA,"mop, cleaner, vacuum, cfqjb",Incongruent,648.0477497,NA,NA
moose,0.9781642,en-us,NA,4,142,0.995,1.57,moose,pbjzk,0,1.0445925,0,648.0535699,3,650.1495028,648.0477497,Neutral,obj268,NA,59.96915187,NA,"elk, deer, moose, pbjzk",Incongruent,650.8999546,NA,NA
Pig,0.98762906,en-us,NA,4,143,2.08,2.315,pig,cghgh,0,2.0114811,0,650.9055887,3,653.5521561,650.8999546,Neutral,obj316,NA,59.96915187,NA,"boar, hog, piglet, pig, cghgh",Incongruent,655.4033979,NA,NA
bone,0.98762906,en-us,NA,4,144,0.815,1.1,bone,vbbbw,0,0.7695072,1.2104833,655.4092208,3,657.5052513,655.4033979,Neutral,obj050,NA,59.96915187,NA," bone, vbbbw",Incongruent,660.2571629,NA,NA
NA,NA,NA,NA,4,145,NA,NA,wrench,pjrtg,0,0.1784345,0.619145,660.2629127,3,662.3589465,660.2571629,Neutral,obj517,NA,59.96915187,NA,"pliers, ratchet, wrench, pjrtg",Incongruent,663.1093562,NA,NA
microphone,0.98762906,en-us,NA,4,146,1.275,1.995,microphone,tjqbd,0,1.2900945,0,663.1147968,3,665.2111294,663.1093562,Neutral,obj261,NA,59.96915187,NA," microphone, tjqbd",Incongruent,667.1791632,NA,NA
broom,0.98762906,en-us,NA,4,147,0.88,1.205,broom,gxdvm,0,0.8298787,0.8537868,667.185027,3,669.2809027,667.1791632,Neutral,obj063,NA,59.96915187,NA,"mop, sweeper, broom, gxdvm",Incongruent,670.0313615,NA,NA
